SI_NO,SKU_Codes,Brand_Name,Item_name,Category,Quantities,UQC,ordered_unit,family_key
258.0,FUN-GRO-PIZ-325GM,funfoods,pizza sauce,grocery,325 gm,GM,packets,funfoods pizza sauce
259.0,HER-GRO-CHO-650GM,hershey's,chocolate syrup,grocery,650 gm,GM,packs,hershey's chocolate syrup
260.0,MDH-SPI-SAR-200GM,mdh,sarso ka saag masala,spices,200 gm,GM,packets,mdh sarso ka saag masala
261.0,MCC-FRO-SMI-500GM,mccain,smiles,frozen,500 gm,GM,packets,mccain smiles
262.0,YUM-FRO-CHI-500GM,yummiez,chicken nuggets,frozen,500 gm,GM,packets,yummiez chicken nuggets
263.0,ASH-PAC-INS-500GM,ashirwad,instant roti mix,packaged food,500 gm,GM,packets,ashirwad instant roti mix
264.0,MCC-FRO-FRE-850GM,mccain,french fries,frozen,850 gm,GM,packets,mccain french fries
265.0,MCC-FRO-VEG-450GM,mccain,veggie fingers,frozen,450 gm,GM,packets,mccain veggie fingers
266.0,MCC-FRO-CHE-415GM,mccain,cheese balls,frozen,415 gm,GM,packets,mccain cheese balls
267.0,LIP-BEV-GRE-50TB,lipton,green tea,beverages,50 tb,UNITS,packets,lipton green tea
268.0,TAT-BEV-TEA-1KG,tata,tea premium,beverages,1 kg,KG,packets,tata tea premium
269.0,BRU-BEV-INS-500GM,bru,instant coffee,beverages,500 gm,GM,jars,bru instant coffee
270.0,MTR-FRO-REA-1KG,mtr,ready idli batter,frozen,1 kg,KG,packets,mtr ready idli batter
271.0,KEV-BEV-COL-300ML,keventers,cold coffee,beverages,300 ml,ML,jars,keventers cold coffee
272.0,TRO-BEV-SUG-1LTR,tropicana,sugar-free juice,beverages,1 ltr,LTR,bottles,tropicana sugar-free juice
273.0,PAR-SNA-MON-75GM,parle,monaco biscuits,snacks,75 gm,GM,packs,parle monaco biscuits
274.0,SUN-SNA-CRE-100GM,sunfeast,cream wafer,snacks,100 gm,GM,packets,sunfeast cream wafer
275.0,ORE-SNA-DOU-150GM,oreo,double stuff biscuits,snacks,150 gm,GM,packs,oreo double stuff biscuits
276.0,NUT-DRY-WAL-250GM,nutraj,walnut kernels,dry fruits,250 gm,GM,packets,nutraj walnut kernels
277.0,HAP-DRY-DAT-500GM,happilo,dates,dry fruits,500 gm,GM,packets,happilo dates
278.0,FAR-DRY-DRY-2KG,farmley,dry figs,dry fruits,2 kg,KG,packets,farmley dry figs
279.0,URB-ORG-CHI-250GM,urban platter,chia seeds,organic,250 gm,GM,packets,urban platter chia seeds
280.0,ORG-ORG-QUI-5KG,organic tattva,quinoa,organic,5 kg,KG,packets,organic tattva quinoa
281.0,ITC-PAC-INS-70GM,itc,instant pasta,packaged food,70 gm,GM,packets,itc instant pasta
282.0,NES-SNA-MIL-45GM,nestle,milk chocolate,snacks,45 gm,GM,packs,nestle milk chocolate
283.0,CAD-SNA-DAI-60GM,cadbury,dairy milk silk,snacks,60 gm,GM,packets,cadbury dairy milk silk
284.0,HAL-SWE-GUL-1KG,haldiram's,gulab jamun tin,sweets,1 kg,KG,jars,haldiram's gulab jamun tin
285.0,EPI-DAI-FLA-100GM,epigamia,flavored yogurt,dairy,100 gm,GM,packets,epigamia flavored yogurt
286.0,VEE-GRO-MUS-300GM,veeba,mustard sauce,grocery,300 gm,GM,packets,veeba mustard sauce
287.0,KEV-BEV-STR-300ML,keventers,strawberry milk shake,beverages,300 ml,ML,packets,keventers strawberry milk shake
288.0,FLA-BEV-ICE-250GM,flavure,ice tea,beverages,250 gm,GM,packets,flavure ice tea
289.0,PIL-BAK-CAK-500GM,pillsbury,cake mix,bakery,500 gm,GM,packets,pillsbury cake mix
290.0,RAJ-GRA-POH-1KG,rajdhani,poha,grains,1 kg,KG,packets,rajdhani poha
291.0,DEL-GRO-PAS-340GM,del monte,pasta sauce,grocery,340 gm,GM,packets,del monte pasta sauce
292.0,BAL-SNA-SEV-100GM,balaji,sev murmura,snacks,100 gm,GM,packets,balaji sev murmura
293.0,GUL-GRO-REF-1LTR,gulab,refined oil,grocery,1 ltr,LTR,bottles,gulab refined oil
294.0,MON-BEV-COF-750ML,monin,coffee syrup,beverages,750 ml,ML,jars,monin coffee syrup
296.0,AMU-DAI-BUT-500GM,amul,butter,dairy,500 gm,GM,packets,amul butter
297.0,AMU-DAI-CHE-10PCS,amul,cheese slices,dairy,10 pcs,PCS,packets,amul cheese slices
298.0,NES-DAI-YOG-100GM,nestlé,yogurt,dairy,100 gm,GM,packets,nestlé yogurt
300.0,BRI-BAK-MIL-200GM,britannia,milk rusk,bakery,200 gm,GM,packets,britannia milk rusk
302.0,PAR-SNA-KRA-100GM,parle,krackjack biscuits,snacks,100 gm,GM,packs,parle krackjack biscuits
303.0,MAG-INS-NOO-70GM,maggi,noodles,instant food,70 gm,GM,packets,maggi noodles
304.0,MAG-INS-MAS-140GM,maggi,masala noodles,instant food,140 gm,GM,packets,maggi masala noodles
305.0,KNO-INS-SOU-50GM,knorr,soup mix,instant food,50 gm,GM,packets,knorr soup mix
306.0,TAT-STA-SAL-1KG,tata,salt,staples,1 kg,KG,packets,tata salt
307.0,AAS-STA-WHE-5KG,aashirvaad,wheat flour,staples,5 kg,KG,packets,aashirvaad wheat flour
308.0,FOR-OIL-RIC-1LTR,fortune,rice bran oil,oil,1 ltr,LTR,bags,fortune rice bran oil
309.0,FOR-STA-BAS-1KG,fortune,basmati rice,staples,1 kg,KG,bags,fortune basmati rice
310.0,PAT-DAI-GHE-500ML,patanjali,ghee,dairy,500 ml,ML,jars,patanjali ghee
311.0,GOV-DAI-GHE-1LTR,govardhan,ghee,dairy,1 ltr,LTR,jars,govardhan ghee
313.0,DAB-ESS-HON-250GM,dabur,honey,essentials,250 gm,GM,jars,dabur honey
314.0,DAB-ESS-CHY-500GM,dabur,chyawanprash,essentials,500 gm,GM,packets,dabur chyawanprash
315.0,RED-BEV-TEA-250GM,red label,tea,beverages,250 gm,GM,packets,red label tea
316.0,TAT-BEV-PRE-500GM,tata tea,premium tea,beverages,500 gm,GM,packets,tata tea premium tea
317.0,NES-BEV-COF-50GM,nescafé,coffee,beverages,50 gm,GM,jars,nescafé coffee
318.0,BRU-BEV-INS-100GM,bru,instant coffee,beverages,100 gm,GM,jars,bru instant coffee
319.0,HER-SWE-CHO-200ML,hershey’s,chocolate syrup,sweets,200 ml,ML,packs,hershey’s chocolate syrup
320.0,CAD-SWE-DAI-50GM,cadbury,dairy milk,sweets,50 gm,GM,packets,cadbury dairy milk
321.0,ORE-SNA-ORI-120GM,oreo,original biscuits,snacks,120 gm,GM,packs,oreo original biscuits
322.0,LAY-SNA-CLA-50GM,lay’s,classic salted chips,snacks,50 gm,GM,packets,lay’s classic salted chips
323.0,LAY-SNA-MAG-50GM,lay’s,magic masala chips,snacks,50 gm,GM,packets,lay’s magic masala chips
324.0,KUR-SNA-MAS-20GM,kurkure,masala munch,snacks,20 gm,GM,packets,kurkure masala munch
326.0,QUA-BRE-OAT-1KG,quaker,oats,breakfast,1 kg,KG,packets,quaker oats
327.0,TRO-BEV-ORA-1LTR,tropicana,orange juice,beverages,1 Ltr,LTR,bottles,tropicana orange juice
328.0,REA-BEV-MIX-1LTR,real,mixed fruit juice,beverages,1 Ltr,LTR,bottles,real mixed fruit juice
329.0,SPR-BEV-COL-500ML,sprite,cold drink,beverages,500 ml,ML,packets,sprite cold drink
331.0,PEP-BEV-SOF-750ML,pepsi,soft drink,beverages,750 ml,ML,bottles,pepsi soft drink
332.0,MIN-BEV-PUL-1LTR,minute maid,pulpy orange,beverages,1 ltr,LTR,packets,minute maid pulpy orange
333.0,BIS-BEV-MIN-1LTR,bisleri,mineral water,beverages,1 ltr ,LTR,packets,bisleri mineral water
334.0,AQU-BEV-MIN-500ML,aquafina,mineral water,beverages,500 ml,ML,packets,aquafina mineral water
335.0,FRO-BEV-MAN-1LTR,frooti,mango drink,beverages,1 ltr,LTR,packets,frooti mango drink
336.0,APP-BEV-SPA-250ML,appy fizz,sparkling drink,beverages,250 ml,ML,packets,appy fizz sparkling drink
337.0,BOU-BEV-NUT-500G,bournvita,nutrition drink,beverages,500 g,GM,packets,bournvita nutrition drink
338.0,HOR-BEV-CLA-500GM,horlicks,classic malt,beverages,500 gm,GM,packets,horlicks classic malt
339.0,BOO-BEV-ENE-500GM,boost,energy drink,beverages,500 gm,GM,packets,boost energy drink
343.0,MDH-SPI-KIT-100GM,mdh,kitchen king masala,spices,100 gm,GM,packets,mdh kitchen king masala
345.0,HAL-SNA-BHU-200GM,haldiram's,bhujia,snacks,200 gm,GM,packets,haldiram's bhujia
346.0,BIK-SNA-ALO-100GM,bikano,aloo bhujia,snacks,100 gm,GM,packets,bikano aloo bhujia
347.0,SUN-BIS-MAR-100GM,sunfeast,marie light,biscuits,100 gm,GM,packets,sunfeast marie light
348.0,SUN-BIS-DAR-75GM,sunfeast,dark fantasy,biscuits,75 gm,GM,packets,sunfeast dark fantasy
349.0,MCC-FRO-FRI-750GM,mccain,fries,frozen,750 gm,GM,packets,mccain fries
350.0,VEE-SAU-MAY-250GM,veeba,mayonnaise,sauces,250 gm,GM,packets,veeba mayonnaise
351.0,KIS-SAU-TOM-1KG,kissan,tomato ketchup,sauces,1 kg,KG,packets,kissan tomato ketchup
352.0,CHI-SAU-SCH-250GM,ching’s,schezwan sauce,sauces,250 gm,GM,packets,ching’s schezwan sauce
353.0,NUT-SWE-HAZ-350GM,nutella,hazelnut spread,sweets,350 gm,GM,packets,nutella hazelnut spread
354.0,HER-BAK-COC-200GM,hershey’s,cocoa powder,baking,200 gm,GM,packets,hershey’s cocoa powder
355.0,TRO-DAI-WHI-1LTR,tropolite,whipping cream,dairy,1 ltr,LTR,packets,tropolite whipping cream
356.0,BLU-BAK-BAK-100GM,blue bird,baking powder,baking,100 gm,GM,packets,blue bird baking powder
358.0,DEL-CAN-GRE-500GM,del monte,green olives,canned,500 gm,GM,packets,del monte green olives
359.0,PRI-SNA-ORI-107GM,pringles,original chips,snacks,107 gm,GM,packets,pringles original chips
360.0,ABB-NUT-ENS-400GM,abbott,ensure powder,nutrition,400 gm,GM,packets,abbott ensure powder
361.0,NEU-PER-SUN-50ML,neutrogena,sunscreen,personal care,50 ml,ML,packets,neutrogena sunscreen
362.0,DOV-PER-SOA-100GM,dove,soap,personal care,100 gm,GM,packets,dove soap
363.0,LUX-PER-SOA-125GM,lux,soap,personal care,125 gm,GM,packets,lux soap
364.0,DET-HEA-LIQ-250ML,dettol,liquid handwash,health,250 ml,ML,packets,dettol liquid handwash
365.0,LIF-HEA-SAN-50ML,lifebuoy,sanitizer,health,50 ml,ML,packets,lifebuoy sanitizer
366.0,COL-ORA-TOO-100GM,colgate,toothpaste,oral care,100 gm,GM,tubes,colgate toothpaste
367.0,SEN-ORA-TOO-80GM,sensodyne,toothpaste,oral care,80 gm,GM,tubes,sensodyne toothpaste
369.0,GAR-PER-SHA-340ML,garnier,shampoo,personal care,340 ml,ML,packets,garnier shampoo
371.0,PAN-PER-CON-175ML,pantene,conditioner,personal care,175 ml,ML,packets,pantene conditioner
372.0,HEA-PER-SHA-180ML,head & shoulders,shampoo,personal care,180 ml,ML,packets,head & shoulders shampoo
373.0,SUN-PER-CON-175ML,sunsilk,conditioner,personal care,175 ml,ML,packets,sunsilk conditioner
374.0,PAR-HAI-COC-200ML,parachute,coconut oil,hair care,200 ml,ML,bottles,parachute coconut oil
375.0,VAT-HAI-HAI-300ML,vatika,hair oil,hair care,300 ml,ML,bottles,vatika hair oil
376.0,JOH-BAB-BAB-50ML,johnson’s,baby oil,baby care,50 ml,ML,bottles,johnson’s baby oil
377.0,PAM-BAB-BAB-20PCS,pampers,baby diapers,baby care,20 pcs,PCS,packs,pampers baby diapers
378.0,HUG-BAB-BAB-72PCS,huggies,baby wipes,baby care,72 pcs,PCS,packets,huggies baby wipes
379.0,WHI-HYG-SAN-7PCS,whisper,sanitary pads,hygiene,7 pcs,PCS,packets,whisper sanitary pads
380.0,STA-HYG-SAN-10PCS,stayfree,sanitary pads,hygiene,10 pcs,PCS,packets,stayfree sanitary pads
381.0,GIL-GRO-RAZ-2PCS,gillette,razor blades,grooming,2 pcs,PCS,packets,gillette razor blades
382.0,NIV-GRO-MEN-150ML,nivea,men deodorant,grooming,150 ml,ML,packets,nivea men deodorant
383.0,PAR-GRO-BOD-150ML,park avenue,body spray,grooming,150 ml,ML,packets,park avenue body spray
384.0,REX-GRO-ROL-50ML,rexona,roll on,grooming,50 ml,ML,packets,rexona roll on
385.0,SUR-LAU-DET-1KG,surf excel,detergent powder,laundry,1 kg,KG,packets,surf excel detergent powder
386.0,ARI-LAU-DET-1LTR,ariel,detergent liquid,laundry,1 ltr,LTR,packets,ariel detergent liquid
387.0,RIN-LAU-DET-250GM,rin,detergent bar,laundry,250 gm,GM,packets,rin detergent bar
388.0,COM-LAU-FAB-1LTR,comfort,fabric softener,laundry,1 ltr,LTR,packets,comfort fabric softener
389.0,HAR-CLE-TOI-1LTR,harpic,toilet cleaner,cleaning,1 ltr,LTR,bottles,harpic toilet cleaner
390.0,LIZ-CLE-SUR-500ML,lizol,surface cleaner,cleaning,500 ml,ML,bottles,lizol surface cleaner
391.0,HIT-HOM-MOS-400ML,hit,mosquito spray,home safety,400 ml,ML,packets,hit mosquito spray
392.0,GOO-HOM-COI-10PCS,good knight,coil,home safety,10 pcs,PCS,bottles,good knight coil
393.0,ODO-HOM-AIR-50GM,odonil,air freshener,home safety,50 gm,GM,packets,odonil air freshener
394.0,ALL-HOM-PLU-45NIGHTS,all out,plug refill,home safety,45 nights,GM,packets,all out plug refill
395.0,RAJ-PUL-CHA-1KG,rajdhani,chana dal,pulses,1 kg,KG,packets,rajdhani chana dal
397.0,FOR-PUL-TUV-1KG,fortune,tuvar dal,pulses,1 kg,KG,packets,fortune tuvar dal
398.0,TAT-BRE-POH-500GM,tata,poha,breakfast,500 gm,GM,packets,tata poha
399.0,SAF-BRE-MAS-500GM,saffola,masala oats,breakfast,500 gm,GM,packets,saffola masala oats
400.0,MTR-REA-UPM-500GM,mtr,upma mix,ready mix,500 gm,GM,packets,mtr upma mix
401.0,MTR-REA-IDL-1KG,mtr,idli batter,ready mix,1 kg,KG,packets,mtr idli batter
402.0,LIJ-SNA-PAP-200GM,lijjat,papad,snacks,200 gm,GM,packets,lijjat papad
403.0,BED-CON-PIC-500GM,bedekar,pickle,condiments,500 gm,GM,packets,bedekar pickle
405.0,EVE-SPI-CUM-100GM,everest,cumin seeds,spices,100 gm,GM,packets,everest cumin seeds
406.0,CAT-SPI-FEN-200GM,catch,fennel seeds,spices,200 gm,GM,packets,catch fennel seeds
407.0,TAT-OIL-MUS-1LTR,tata,mustard oil,oil,1 ltr,LTR,bottles,tata mustard oil
408.0,DHA-OIL-SOY-1LTR,dhara,soybean oil,oil,1 ltr,LTR,bottles,dhara soybean oil
409.0,AMU-DAI-FRE-200ML,amul,fresh cream,dairy,200 ml,ML,packets,amul fresh cream
410.0,HER-SWE-CHO-300GM,hershey’s,chocolate spread,sweets,300 gm,GM,packs,hershey’s chocolate spread
411.0,NUT-PRO-SOY-200GM,nutrela,soya chunks,protein,200 gm,GM,packets,nutrela soya chunks
412.0,PED-PET-DOG-3KG,pedigree,dog food,pet care,3 kg,KG,packets,pedigree dog food
413.0,WHI-PET-CAT-1.2KG,whiskas,cat food,pet care,1.2 kg,KG,packets,whiskas cat food
414.0,KOH-STA-BAS-5KG,kohinoor,basmati rice,staples,5 kg,KG,bags,kohinoor basmati rice
415.0,DAA-STA-STE-1KG,daawat,steamed rice,staples,1 kg,KG,bags,daawat steamed rice
416.0,TAT-STA-BRO-1KG,tata,brown sugar,staples,1 kg,KG,packets,tata brown sugar
417.0,SAF-OIL-SUN-2LTR,saffola,sunflower oil,oil,2 ltr,LTR,bottles,saffola sunflower oil
418.0,AAS-STA-MUL-5KG,aashirvaad,multigrain atta,staples,5 kg,KG,packets,aashirvaad multigrain atta
419.0,VEE-SAU-BAR-250GM,veeba,barbecue sauce,sauce,250 gm,GM,packets,veeba barbecue sauce
420.0,KIS-SAU-MIX-200GM,kissan,mixed fruit jam,sauces,200 gm,GM,jars,kissan mixed fruit jam
421.0,DAB-BEV-GLU-250GM,dabur,glucose d,beverages,250 gm,GM,packets,dabur glucose d
422.0,GLU-BEV-INS-500GM,glucon-d,instant energy,beverages,500 gm,GM,packets,glucon-d instant energy
423.0,CAD-SWE-ORE-60GM,cadbury,oreo chocolate,sweets,60 gm,GM,packs,cadbury oreo chocolate
424.0,PAR-BIS-HID-100GM,parle,hide & seek,biscuits,100 gm,GM,packets,parle hide & seek
425.0,BIN-SNA-MAD-50GM,bingo,mad angles,snacks,50 gm,GM,packets,bingo mad angles
426.0,MTR-SPI-SAM-200GM,mtr,sambar powder,spices,200 gm,GM,packets,mtr sambar powder
427.0,RAJ-PUL-RAJ-1KG,rajdhani,rajma,pulses,1 kg,KG,packets,rajdhani rajma
428.0,CAT-SPI-ROC-200GM,catch,rock salt,spices,200 gm,GM,packets,catch rock salt
429.0,EVE-SPI-CHI-100GM,everest,chicken masala,spices,100 gm,GM,packets,everest chicken masala
430.0,NES-BAB-CER-300GM,nestlé,cerelac,baby,300 gm,GM,packets,nestlé cerelac
431.0,MAM-BAB-BAB-100GM,mamaearth,baby powder,baby,100 gm,GM,packets,mamaearth baby powder
432.0,HIM-BEV-NAT-1LTR,himalayan,natural spring water,beverages,1 ltr,LTR,packets,himalayan natural spring water
433.0,AQU-HOM-WAT-1PC,aquaguard,water purifier cartridge,home,1 pc,UNITS,packets,aquaguard water purifier cartridge
434.0,SAF-FRO-FRO-500GM,safal,frozen peas,frozen,500 gm,GM,packets,safal frozen peas
435.0,MCC-FRO-ALO-200GM,mccain,aloo tikki,frozen,200 gm,GM,packets,mccain aloo tikki
436.0,DEL-DRY-PAS-500GM,del monte,pasta,dry food,500 gm,GM,packets,del monte pasta
437.0,BAR-DRY-SPA-500GM,barilla,spaghetti,dry food,500 gm,GM,packets,barilla spaghetti
438.0,KNO-SAU-MAY-100GM,knorr,mayo sauce,sauces,100 gm,GM,packets,knorr mayo sauce
439.0,VEE-SAU-THO-350GM,veeba,thousand island,sauces,350 gm,GM,packets,veeba thousand island
440.0,DEL-CAN-TOM-200GM,del monte,tomato paste,canned,200 gm,GM,packets,del monte tomato paste
441.0,CAT-SPI-PIN-100GM,catch,pink salt,spices,100 gm,GM,packets,catch pink salt
442.0,HER-BEV-MIL-200ML,hershey's,milkshake,beverages,200 ml,ML,packets,hershey's milkshake
443.0,TRO-BEV-MOS-1LTR,tropicana,mosambi juice,beverages,1 ltr,LTR,bottles,tropicana mosambi juice
444.0,REA-BEV-GUA-1LTR,real,guava juice,beverages,1 ltr,LTR,bottles,real guava juice
445.0,MON-CON-VAN-250ML,monin,vanilla syrup,condiments,250 ml,ML,packets,monin vanilla syrup
446.0,URB-HEA-CHI-200GM,urban platter,chia seeds,health,200 gm,GM,packets,urban platter chia seeds
447.0,QUA-BRE-MAS-1KG,quaker,masala oats,breakfast,1 kg,KG,packets,quaker masala oats
448.0,TRU-BRE-MUE-400GM,true elements,muesli,breakfast,400 gm,GM,packets,true elements muesli
449.0,NES-SWE-MIL-200GM,nestlé,milkmaid,sweets,200 gm,GM,packets,nestlé milkmaid
450.0,AMU-SWE-DAR-150GM,amul,dark chocolate,sweets,150 gm,GM,packs,amul dark chocolate
451.0,COC-BEV-ZER-500ML,coca-cola,zero sugar,beverages,500 ml,ML,packets,coca-cola zero sugar
452.0,PEP-BEV-DIE-2LTR,pepsi,diet cola,beverages,2 ltr,LTR,packets,pepsi diet cola
453.0,BIS-BEV-VED-1LTR,bisleri,vedica,beverages,1 ltr,LTR,packets,bisleri vedica
455.0,BRI-BAK-WHO-400GM,britannia,whole wheat bread,bakery,400 gm,GM,loaves,britannia whole wheat bread
456.0,HAR-BAK-WHO-400GM,harvest,whole grain bread,bakery,400 gm,GM,loaves,harvest whole grain bread
457.0,ITC-DRY-SUN-500GM,itc,sunfeast pasta,dry food,500 gm,GM,packets,itc sunfeast pasta
458.0,MTR-REA-POH-300GM,mtr,poha mix,ready mix,300 gm,GM,packets,mtr poha mix
459.0,PAR-SNA-MIL-150GM,parle,milk shakti biscuits,snacks,150 gm,GM,packs,parle milk shakti biscuits
460.0,LAY-SNA-TOM-50GM,lay’s,tomato tango,snacks,50 gm,GM,packets,lay’s tomato tango
461.0,KUR-SNA-GRE-200GM,kurkure,green chutney,snacks,200 gm,GM,packets,kurkure green chutney
462.0,HAL-FRO-SAM-200GM,haldiram’s,samosa,frozen,200 gm,GM,packets,haldiram’s samosa
463.0,BIK-SNA-RAT-100GM,bikaji,ratlami sev,snacks,100 gm,GM,packets,bikaji ratlami sev
465.0,GOO-SNA-BUT-100GM,good day,butter cookies,snacks,100 gm,GM,packets,good day butter cookies
466.0,BRI-BIS-BOU-120GM,britannia,bourbon,biscuits,120 gm,GM,packets,britannia bourbon
467.0,ORE-SNA-STR-120GM,oreo,strawberry,snacks,120 gm,GM,packets,oreo strawberry
468.0,PRI-SNA-SOU-107GM,pringles,sour cream,snacks,107 gm,GM,packets,pringles sour cream
469.0,NUT-HEA-PRO-200GM,nutrela,protein mix,health,200 gm,GM,packets,nutrela protein mix
470.0,SAF-OIL-ACT-1LTR,saffola,active oil,oil,1 ltr,LTR,bottles,saffola active oil
471.0,DHA-OIL-MUS-5LTR,dhara,mustard oil,oil,5 ltr,LTR,bottles,dhara mustard oil
472.0,FOR-OIL-SOY-8LTR,fortune,soybean oil,oil,8 ltr,LTR,bottles,fortune soybean oil
473.0,AMU-DAI-LAS-200ML,amul,lassi,dairy,200 ml,ML,packets,amul lassi
474.0,MOT-DAI-PAN-200GM,mother dairy,paneer,dairy,200 gm,GM,packets,mother dairy paneer
475.0,AMU-DAI-TON-2LTR,amul,toned milk,dairy,2 ltr,LTR,packets,amul toned milk
476.0,TAT-STA-REF-500GM,tata,refined sugar,staples,500 gm,GM,packets,tata refined sugar
477.0,RAJ-PUL-URA-1KG,rajdhani,urad dal,pulses,1 kg,KG,packets,rajdhani urad dal
478.0,MTR-SPI-RAS-200GM,mtr,rasam powder,spices,200 gm,GM,packets,mtr rasam powder
479.0,MAG-INS-PAS-70GM,maggi,pasta,instant,70 gm,GM,packets,maggi pasta
480.0,CHI-INS-HAK-140GM,ching’s,hakka noodles,instant,140 gm,GM,packets,ching’s hakka noodles
481.0,KNO-INS-COR-50GM,knorr,corn soup,instant,50 gm,GM,packets,knorr corn soup
482.0,MAG-SAU-HOT-200GM,maggi,hot & sweet sauce,sauces,200 gm,GM,packets,maggi hot & sweet sauce
483.0,JIM-BEV-COC-250ML,jimmy’s,cocktail mix,beverages,250 ml,ML,packets,jimmy’s cocktail mix
484.0,REA-BEV-LIT-4LTR,real,litchi juice,beverages,4 ltr,LTR,bottles,real litchi juice
485.0,TRO-BEV-CRA-3LTR,tropicana,cranberry,beverages,3 ltr,LTR,packets,tropicana cranberry
487.0,HIM-PER-NEE-150ML,himalaya,neem face wash,personal,150 ml,ML,tubes,himalaya neem face wash
488.0,GAR-PER-FAC-30ML,garnier,face serum,personal,30 ml,ML,packets,garnier face serum
489.0,NIV-PER-COC-200ML,nivea,cocoa butter lotion,personal,200 ml,ML,packets,nivea cocoa butter lotion
490.0,VAS-PER-PET-50GM,vaseline,petroleum jelly,personal,50 gm,GM,packets,vaseline petroleum jelly
491.0,GAR-PER-HAI-50GM,garnier,hair color,personal,50 gm,GM,packets,garnier hair color
492.0,SUN-HAI-BLA-180ML,sunsilk,black shine shampoo,hair,180 ml,ML,packets,sunsilk black shine shampoo
493.0,PAN-HAI-PRO-180ML,pantene,pro-v shampoo,hair,180 ml,ML,packets,pantene pro-v shampoo
494.0,GOD-HAI-EXP-50GM,godrej,expert hair color,hair,50 gm,GM,packets,godrej expert hair color
495.0,PRA-SWE-SOA-500GM,prabhuji,soan papdi,sweets,500 gm,GM,packets,prabhuji soan papdi
496.0,MTR-SWE-GUL-200GM,mtr,gulab jamun mix,sweets,200 gm,GM,jars,mtr gulab jamun mix
497.0,GIT-REA-DHO-200GM,gits,dhokla mix,ready mix,200 gm,GM,packets,gits dhokla mix
498.0,BET-BAK-CAK-500GM,betty crocker,cake mix,baking,500 gm,GM,packets,betty crocker cake mix
499.0,KRA-SAU-MAY-450GM,kraft,mayonnaise,sauces,450 gm,GM,packets,kraft mayonnaise
500.0,TAB-SAU-HOT-60ML,tabasco,hot sauce,sauces,60 ml,ML,packets,tabasco hot sauce
501.0,AME-SAU-BBQ-510GM,american garden,bbq sauce,sauces,510 gm,GM,packets,american garden bbq sauce
502.0,DEL-CAN-SWE-190GM,del monte,sweet corn (can),canned,190 gm,GM,packets,del monte sweet corn (can)
503.0,HEI-SAU-TOM-300GM,heinz,tomato ketchup,sauces,300 gm,GM,packets,heinz tomato ketchup
504.0,OLD-REA-TOR-6PCS,old el paso,tortilla wrap,ready to cook,6 pcs,PCS,packets,old el paso tortilla wrap
505.0,KEV-BEV-BAN-300ML,keventers,banana milkshake,beverage,300 ml,ML,packets,keventers banana milkshake
506.0,HER-CON-STR-200ML,hershey's,strawberry syrup,condiments,200 ml,ML,packets,hershey's strawberry syrup
507.0,MAP-BEV-MOJ-750ML,mapro,mojito drink,beverage,750 ml,ML,packets,mapro mojito drink
508.0,TAN-BEV-LEM-500GM,tang,lemon instant drink,beverage,500 gm,GM,packets,tang lemon instant drink
509.0,ROO-BEV-SYR-700ML,rooh afza,syrup,beverage,700 ml,ML,packets,rooh afza syrup
510.0,DAA-GRA-ROZ-5KG,daawat,rozana super basmati rice,grains,5 kg,KG,bags,daawat rozana super basmati rice
511.0,IND-GRA-BAS-3KG,india gate,basmati rice classic,grains,3 kg,KG,bags,india gate basmati rice classic
512.0,DAA-GRA-PUL-2KG,daawat,pulav basmati rice,grains,2 kg,KG,bags,daawat pulav basmati rice
513.0,DAA-GRA-ROZ-2.5KG,daawat,rozana super basmati rice,grains,2.5 kg,KG,bags,daawat rozana super basmati rice
514.0,CHI-INS-VEG-140GM,ching’s,veg hakka noodles,instant food,140 gm,GM,packets,ching’s veg hakka noodles
